cct,nombre,cv_estatus,estatus,nivel1,nivel2,sostenimiento,municipio
26KJN0822B,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,URES
26SBC0011H,PREPARATORIA NUEVA GENERACION,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,ALTAR
26KJN0237J,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,NAVOJOA
26DPR1175A,MA. JESUS MAYTORENA DE FOURCADE,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26DIM0001Z,ESCUELA PARA ALTERACIONES NEUROMOTORAS,0,INACTIVO,CAM,CAM,NO ESPECIFICADO,HERMOSILLO
26ETV0104Y,TELESECUNDARIA 104,0,INACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,NAVOJOA
26DST0022B,EMILIO MELGOZA SOLORIO,1,ACTIVO,SECUNDARIA,TÃCNICA,NO ESPECIFICADO,CAJEME
26FEB5204Y,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,CABORCA
26DPR0359A,CORL J CRUZ GALVEZ,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26MMS0224W,COLEGIO UNIVERSITARIO DE BACHILLERES PM S.C.,1,ACTIVO,,,NO ESPECIFICADO,CAJEME
26KJN0154A,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26DPR1445D,ROMAN BAQUEIRO TEC,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26DPR1504C,COSME MÃNDEZ PACO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26FZP0031E,ZONA ESCOLAR PREESCOLAR NUM. 31,1,ACTIVO,,,,HERMOSILLO
26DIN0012D,ANDREA,1,ACTIVO,INICIAL,INICIAL INDÃGENA,NO ESPECIFICADO,PITIQUITO
26ETV0341Z,TELESECUNDARIA 341,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,HERMOSILLO
26ETC0001N,PROF. E ING. CARLOS RENE LEYVA BARRERA,1,ACTIVO,MEDIA SUPERIOR,TECNOLÃGICO,NO ESPECIFICADO,ETCHOJOA
26BBE0102X,BIBLIOTECA DE LA PREPARATORIA LAZARO CARDENAS,1,ACTIVO,,,,CANANEA
26KJN0693Y,CURSO COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ROSARIO
26EPR0181D,J ENRIQUE PESTALOZZI,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26DJN0244J,OLIN YOLISTLI,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26FIC0164A,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HEROICA CIUDAD DE CANANEA 1 MARTIRES DE CANANEA,1,ACTIVO,,,,CANANEA
26EBT0163Z,C D C OLIVARES,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,HERMOSILLO
26KPR0731A,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SAN PEDRO DE LA CUEVA
26ETV0304W,TELESECUNDARIA 304,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,HUATABAMPO
26PES0003Z,COLEGIO BOSCO,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26PBT0102S,CENTRO DE ESTUDIOS COMERCIALES PASCAL,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,NOGALES
26FZT0004U,SUPERVISION ESCOLAR NUM. 4 DE EDUCACION SECUNDARIA TECNICA,1,ACTIVO,,,,GUAYMAS
26BBE3303O,BIBLIOTECA INDIO CAJEME,1,ACTIVO,,,,CAJEME
26BBI0198W,BIBLIOTECA PUBLICA MUNICIPAL DE COCORIT,1,ACTIVO,,,,CAJEME
26FIZ0007V,INSPECCION ESCOLAR NUM. 7,1,ACTIVO,,,,EMPALME
26DZC0007C,NUEVA CREACION PRIMARIA NIÃOS MIGRANTES,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN MIGUEL DE HORCASITAS
26DZC0031C,JOSE MARIA MORELOS Y PAVON,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CARBÃ
26AIZ0086C,INSPECCION ESCOLAR NUM. 86,0,INACTIVO,,,,EMPALME
26PBH0039L,ESCUELA PREPARATORIA DE SONOYTA,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,GENERAL PLUTARCO ELÃAS CALLES
26DJN0580L,DESERET,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DJN0514M,SONOYDAG,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GENERAL PLUTARCO ELÃAS CALLES
26BBE0079M,BIBLIOTECA DEL COLEGIO DE BACHILLERES PLANTEL PUEBLO YAQUI,1,ACTIVO,,,,CAJEME
26EET0001L,INSTITUTO DE SEGURIDAD PUBLICA DEL ESTADO,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,HERMOSILLO
26KPR0474B,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26FUA0059N,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 59,1,ACTIVO,USAER,USAER,,NAVOJOA
26PJN0579A,LSA SAN AGUSTIN,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PBT0151A,SISTEMAS PANAMERICANOS S.C.,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,NOGALES
26KPR0808Z,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ROSARIO
26PJN0154W,CENTRO EDUCATIVO PREESCOLAR,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26PJN0190A,COLEGIO GAXIOLA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,NAVOJOA
26KPR0551Q,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KPR0563V,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26EPR0085A,LORETO ENCINAS DE AVILES,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26EPR0177R,IGNACIO W COVARRUBIAS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26KPR0239Y,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ARIZPE
26ETH0002H,TELEBACHILLERATO COMUNITARIO SANTA CRUZ,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,SANTA CRUZ
26PDI0037K,SADI,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,CAJEME
26DPR0623J,RAFAEL RAMIREZ,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,MAZATÃN
26ETV0041C,TELESECUNDARIA 41,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,CAJEME
26DPR0633Q,20 DE NOVIEMBRE,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,OPODEPE
26EJN0243J,MAYRA JULIA IBARRA VALENZUELA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26KNM0030P,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,IMURIS
26FUA5501Q,CENTRO DE DESARROLLO VISUAL,1,ACTIVO,USAER,USAER,,HERMOSILLO
26FJI0003Y,JEFATURA DE ZONAS DE SUPERVISION YAQUI,1,ACTIVO,,,,GUAYMAS
26DJN0467S,MUNDO PEQUENO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,ALTAR
26DPB0158C,PRIMERO DE MAYO,1,ACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,ROSARIO
26KPR0234C,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26EJN0111S,CENTRO DE ASISTENCIA PRESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,ETCHOJOA
26DBT0002O,CENTRO DE CAPACITACION LABORAL DE EDUCACION ESPECIAL,0,INACTIVO,CAM,CAM,NO ESPECIFICADO,HERMOSILLO
26DPR0774P,JESUS GARCIA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,ÃLAMOS
26KPR0682I,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26EEF5037O,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,HERMOSILLO
26BBI0119T,BIBLIOTECA PUBLICA MUNICIPAL ENRIQUETA DE PARODI,1,ACTIVO,,,,NACO
26BBE0094E,BIBLIOTECA DE LA PREPARATORIA GRIMAC,1,ACTIVO,,,,NOGALES
26DPR0537N,JESUS GARCIA CORONA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26DCC0054C,U-TAA,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26DPR0562M,EMILIANO ZAPATA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR1247D,HIMNO NACIONAL,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26DPR1270E,ENRIQUE C. REBSAMEN,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26KJN0517T,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ALTAR
26DJN0512O,ECOS DEL DESIERTO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CABORCA
26MMS0066X,COLEGIO DE BACHILLERES DE NAVOJOA,1,ACTIVO,,,NO ESPECIFICADO,NAVOJOA
26BBE2675Y,BIBLIOTECA DE LA ESCUELA PITIC,1,ACTIVO,,,,HERMOSILLO
26BBI0132N,BIBLIOTECA PUBLICA MUNICIPAL PROF. MIGUEL ANGEL RIOS DURAZO,1,ACTIVO,,,,BACERAC
26DCC0053D,U-MAASO,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26FUA0190W,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACIÃN REGULAR,1,ACTIVO,USAER,USAER,,PUERTO PEÃASCO
26FZF0019C,SUPERVISION DE EDUCACION FISICA SUR NUM.5,1,ACTIVO,,,,NAVOJOA
26EPR0163O,ING FELIPE SALIDO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26DPB0170Y,ESCUELA PRIMARIA NUEVA CREACION,0,INACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,ÃLAMOS
26FUA5239F,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 239,1,ACTIVO,USAER,USAER,,CAJEME
26KJN0618R,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26FZP0005G,ZONA ESCOLAR PREESCOLAR NUM. 5,1,ACTIVO,,,,HERMOSILLO
26KPR0506D,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,YÃCORA
26MMS0125W,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD HERMOSILLO I,1,ACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26DED0001V,BTED HERMOSILLO,1,ACTIVO,MEDIA SUPERIOR,TECNOLÃGICO,NO ESPECIFICADO,HERMOSILLO
26DPR0756Z,JACINTO LOPEZ MORENO,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,EMPALME
26UET0014G,DEPTO DE CONTABILIDAD UNI-SON,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,SANTA ANA
26KPR0809Y,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26BBE3497S,BIBLIOTECA DE LA SECUNDARIA TECNICA NUM. 57,1,ACTIVO,,,,HERMOSILLO
26FZP0003I,ZONA ESCOLAR PREESCOLAR NUM. 3,1,ACTIVO,,,,CAJEME
26PDI0005S,ESTANCIA INFANTIL PRIMAVERA,0,INACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,HERMOSILLO
26DBA0028H,LEYES DE REFORMA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26MMS0173F,TELEBACHILLERATO COMUNITARIO PUNTA CHUECA,1,ACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26PML0009J,CENTRO DE APOYO PARA EL NIÃO A.C,1,ACTIVO,CAM,CAM,NO ESPECIFICADO,HERMOSILLO
26KPR0450S,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26KPR0318K,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,NAVOJOA
26DPB0183B,FELIPE MATUZ CORDOVA,1,ACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,GUAYMAS
26EJN0202J,GLORIA AIDE NOGALES MENDEZ,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CABORCA
26DPR0801W,AQUILES SERDAN,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HUATABAMPO
26ETV0339L,TELESECUNDARIA 339,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,CABORCA
26KJN0909G,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,CAJEME
26NDI0009Q,GUARDERIA DEL IMSS NUM. 1,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,NOGALES
26NDI0012D,GUARDERIA DEL IMSS NUM. 1,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,AGUA PRIETA
26KJN0588N,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26FEI0278A,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA EMILIANO ZAPATA,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26KPR0128T,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KPR0137A,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26BBS0011I,BIBLIOTECA DEL INSTITUTO TERESITA MUÃOZ  ( I T M ),1,ACTIVO,,,,MAGDALENA
26EBT0170J,C D C ZAMORA,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,HERMOSILLO
26EEF5006V,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,HERMOSILLO
26FIC0221B,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE EL CHAPOTE,1,ACTIVO,,,,ETCHOJOA
26BBE0501U,BIBLIOTECA PROFA. EDELMIRA GRIJALVA,0,INACTIVO,,,,HERMOSILLO
26FZP0051S,ZONA ESCOLAR PREESCOLAR NUM. 51,1,ACTIVO,,,,IMURIS
26KNM0003S,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KJN0547N,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,CABORCA
26PDI0076M,GUARDERIA ESTRELLITAS,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,NAVOJOA
26DPB0032W,BENITO JUAREZ,1,ACTIVO,PRIMARIA,INDÃGENA,NO ESPECIFICADO,QUIRIEGO
26FJI0002Z,JEFATURA DE ZONAS DE SUPERVISION GUARIJIO,1,ACTIVO,,,,ÃLAMOS
26KJN0797T,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,CUMPAS
26NPR0004H,GENERAL VICENTE GUERRERO,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,PUERTO PEÃASCO
26ODI0009P,CASA DE APOYO CAIC NUEVO HERMOSILLO II,0,INACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,HERMOSILLO
26PET0021E,INSTITUTO DEL COBRE,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,CANANEA
26KPR0076D,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26KPR0096R,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26PBT0024E,CENTRO EDUCATIVO SIGLO XXI,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,BENJAMÃN HILL
26KPR0695M,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,ROSARIO
26KJN0410A,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26FIZ0054F,INSPECCION ESCOLAR NUM. 54,1,ACTIVO,,,,NAVOJOA
26DPR0225L,XICOTENCATL,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,TEPACHE
26AZP0019O,SUPERVICIOS DE ZONA ESCOLAR DE EDUCACION PREESCOLAR NUM. 19,0,INACTIVO,,,,SAN LUIS RÃO COLORADO
26ETV0251H,TELESECUNDARIA 251,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,ETCHOJOA
26FZF0032X,SUPERVISION DE EDUCACION FISICA,1,ACTIVO,,,,CAJEME
26BBE0177N,BIBLIOTECA PROF. ENRIQUE ZAMORA PEREZ DE LA SEC. EST. 25,1,ACTIVO,,,,ETCHOJOA
26MSU0088R,UNIVERSIDAD VIZCAYA DE LAS AMERICAS,1,ACTIVO,,,,NOGALES
26KPR0624S,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,QUIRIEGO
26KPR0108F,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26PBH0151F,INSTITUTO DEL VALLE,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,GUAYMAS
26PES0154F,DOM BOSCO,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PES0182B,INSTITUTO ISAAC NEWTON,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KTV0068U,SECUNDARIA COMUNITARIA,0,INACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,CAJEME
26PET0007L,INSTITUTO DE ENS SUP EN CS COMPUTACIONALES,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,HERMOSILLO
26BBI0187Q,BIBLIOTECA PUBLICA MUNICIPAL BEATRIZ JUVERA MORALES,1,ACTIVO,,,,HERMOSILLO
26KJN0082Y,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ETCHOJOA
26FIC0413R,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE LA ARENITA,1,ACTIVO,,,,HUATABAMPO
26NPR0003I,JOSE MARIA MORELOS,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CABORCA
26PBH0008S,ESCUELA PREPARATORIA UNIVERSITARIA DE GUAYMAS,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,GUAYMAS
26PBH0018Z,ESCUELA PREPARATORIA PROF. PASCUAL PEREZ,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,NACOZARI DE GARCÃA
26PET0037F,TECNOLOGICO PROFESIONAL EN COMPUTACION E INGLES S. C.,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26KPR0070J,INDEPENDENCIA,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,CUMPAS
26PBT0046Q,COLEGIO DE HERMOSILLO,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,HERMOSILLO
26PBT0049N,COLEGIO DE LA RIVIERE,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,HERMOSILLO
26MMS0076D,COLEGIO DE BACHILLERES DE EMPALME,1,ACTIVO,,,NO ESPECIFICADO,EMPALME
26KNM0045R,JARDIN DE NIÂ¥OS,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,EMPALME
26BBE3319P,BIBLIOTECA PROF. JUAN JOSE GARCIA VALLE,1,ACTIVO,,,,CAJEME
26PCB0043C,COLEGIO GUADALUPANO DE BACHILLERATO,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,NAVOJOA
26PES0181C,INSTITUTO HALIL,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PJN0202P,GRUPO EDUCATIVO MULTICULTURAL GREM,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26FDC0002U,CENTRO DE ORIENTACION EVAL Y CANALIZACION NUM. 2,0,INACTIVO,,,,HERMOSILLO
26FMB0004A,CENTRO DE MAESTROS DE MAGADALENA,1,ACTIVO,,,,MAGDALENA
26FUA0209D,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 209,0,INACTIVO,USAER,USAER,,HERMOSILLO
26ETV0175S,SALVADOR JIMÃNEZ BADILLA,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,TUBUTAMA
26KPR0608A,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26PET0070N,FUNDACION EDUCATIVA DOM BOSCO,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,CABORCA
26KPR0120A,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26PBT0040W,INSTITUTO DE COMPUTACION E INGLES DE EMPALME,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,EMPALME
26PBT0052A,INSTITUTO BILING?E MONTESOLES,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,AGUA PRIETA
26FMB0014H,CENTRO DE MAESTROS DE NAVOJOA,1,ACTIVO,,,,NAVOJOA
26FZP0012Q,ZONA ESCOLAR PREESCOLAR NUM. 12,1,ACTIVO,,,,CAJEME
26KPR0810N,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26BBE1668H,BIBLIOTECA FAMILIA ROMERO ENCINAS,1,ACTIVO,,,,HERMOSILLO
26ETV0220O,TELESECUNDARIA 220,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,ROSARIO
26EPR0081E,PROF. HUMBERTO OCHOA MARTINEZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26ETV0030X,TELESECUNDARIA 30,0,INACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,ÃLAMOS
26FIC0024A,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE TAPIZUELAS,1,ACTIVO,,,,ÃLAMOS
26KJN0464E,PREESCOLAR COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,VILLA HIDALGO
26MSU0057Y,ESCUELA DE COSMIATRIA MCC S.C.,1,ACTIVO,,,,HERMOSILLO
26FIC0673D,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA CAMPESTRE ORIENTE,1,ACTIVO,,,,CANANEA
26AZT0004Z,SUPERVISION ESCOLAR NUM. 4 DE EDUCACION SECUNDARIA TECNICA,0,INACTIVO,,,,GUAYMAS
26KJN0468A,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26KCA0006E,CENTRO COMUNITARIO ITINERANTE CIRCO ESPECTACULAR ANDERSON,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26DIN0088T,USSI ÃLEYYA,1,ACTIVO,INICIAL,INICIAL INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26DIT0043H,INSTITUTO TECNOLOGICO DE NOGALES,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,NOGALES
26KJN0110D,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26KJN0159W,PREESCOLAR COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,SANTA ANA
26KJN0332N,EL ZACATITO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26EBT0177C,CENTRO DE DESARROLLO COMUNITARIO,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,OPODEPE
26FIC0206J,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE JITONHUECA,1,ACTIVO,,,,ETCHOJOA
26PET0050Z,INSTITUTO TEC DE COMPUT AVANZADA DEL MAYO S. C.,0,INACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,NAVOJOA
26KPR0116O,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
