entidad,n_entidad,municipio,n_municipi,localidad,n_localidad,domicilio,clavecct,n_cct,turno,n_turno,tipo,nivel,subnivel,c_caracterizan2,control,subcontrol,periodo,insc_t,hom_t,muj_t,insc_1,hom_1,muj_1,insc_2,hom_2,muj_2,insc_3,hom_3,muj_3,insc_4,hom_4,muj_4,insc_5,hom_5,muj_5,insc_6,hom_6,muj_6,t_doc_p_h,t_doc_p_m,tot_doc_p,puericul_h,puericul_m,tot_puericul,asi_edu_h,asi_edu_m,tot_asi_edu,dirc_cg_h,dirc_cg_m,tot_dcg,dirc_sg_h,dirc_sg_m,tot_dsg,sub_ge_h,sub_ge_m,tot_subge,sub_aca_h,sub_aca_m,tot_subaca,docente_h,docente_m,tot_doc,tutores_h,tutores_m,tot_tutor,d_espfi_h,d_espfi_m,tot_espfi,d_espar_h,d_espar_m,tot_espar,d_espte_h,d_espte_m,tot_espte,d_espid_h,d_espid_m,tot_espid,d_promo_h,d_promo_m,tot_promo,paradoc_h,paradoc_m,tot_paradoc,per_adm_h,per_adm_m,tot_pradm,tot_per,escuelas,gpos_t,gpos_1,gpos_2,gpos_3,gpos_4,gpos_5,gpos_6,gpos_mg,ins_t,ing_t,rei_t,ins_1,ing_1,rei_1,ins_2,ing_2,rei_2,ins_3,ing_3,rei_3,ins_4,ing_4,rei_4,ins_5,ing_5,rei_5,ins_6,ing_6,rei_6,aula_aexi,aula_u_1,aula_u_2,aula_u_3,aula_u_4,aula_u_5,aula_u_6,aula_u_mg,aula_u_t,aula_a_1,aula_a_2,aula_a_3,aula_a_4,aula_a_5,aula_a_6,aula_a_mg,aula_a_t,taller,laborat,cubiculo_e,cubiculo_u,taller_u,egre_hom,egre_muj,egre_tot,regu_hom,regu_muj,regu_tot,doc_1,doc_2,doc_3,doc_4,doc_5,doc_6,doc_mg,doc_tot,tipo_org_docente,tipo_org_alumnos,periodo_escolar
27,TABASCO,4,CENTRO,1,VILLAHERMOSA,CALLE 23 DE AGOSTO,27EDI0013U,ISSET NUM. 2,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CENDI,CAI CON PREESCOLAR,PÚBLICO,ESTATAL,I2223,71,35,36,22,11,11,28,15,13,21,9,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,0,71,71,0,22,22,0,28,28,0,21,21,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MULTIGRADO,INCOMPLETA,2022-2023
7,CHIAPAS,97,TONALÁ,14,DURANGO (VICTÓRICO R. GRAJALES),CALLE DURANGO (VICTORICO R. GRAJALES),07ETV0110U,TELESECUNDARIA 246 GILBERTO MARIN RIZO,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO-ESTATAL,I2324,52,31,21,12,7,5,16,11,5,24,13,11,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,1,0,0,0,0,52,52,0,12,12,0,16,16,0,24,24,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2023-2024
24,SAN LUIS POTOSÍ,53,AXTLA DE TERRAZAS,15,COMOCA AHUACATITLA,NINGUNO NINGUNO,24DPR0349W,PROF. GRACIANO SANCHEZ,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,21,11,10,2,1,1,2,1,1,2,1,1,2,1,1,2,2,0,11,5,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,21,21,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,11,11,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2020-2021
7,CHIAPAS,90,TAPALAPA,7,EL PORVENIR,CALLE EL PORVENIR,07KCC1056C,PREESCOLAR CONAFE INDIGENA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,INDIGENA,PÚBLICO,FEDERAL,I2223,13,7,6,7,2,5,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,13,13,0,7,7,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2022-2023
15,MÉXICO,57,NAUCALPAN DE JUÁREZ,1,NAUCALPAN DE JUÁREZ,CALLE CRUZ DEL VALLE VERDE,15PES0012B,RUDYARD KIPLING,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2020,408,194,214,126,62,64,127,64,63,155,68,87,0,0,0,0,0,0,0,0,0,8,16,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,10,17,0,1,1,0,1,1,0,2,2,0,1,1,1,2,3,0,0,0,0,0,0,1,1,2,28,1,15,5,5,5,0,0,0,0,408,408,0,126,126,0,127,127,0,155,155,0,0,0,0,0,0,0,0,0,0,15,5,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,58,71,129,0,0,0,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2020-2021
30,VERACRUZ DE IGNACIO DE LA LLAVE,3,ACAYUCAN,52,PITALILLO,CALLE PRIMERO DE MAYO,30DPB1010D,NIÑOS HEROES DE CHAPULTEPEC,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,61,29,32,13,6,7,10,3,7,7,3,4,7,2,5,14,8,6,10,7,3,3,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,1,0,0,0,0,2,61,60,1,13,13,0,10,10,0,7,7,0,7,7,0,14,14,0,10,9,1,6,1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4,MULTIGRADO,INCOMPLETA,2023-2024
7,CHIAPAS,89,TAPACHULA,688,VEGA DE LOS MOLINOS,CALLE VEGA DE LOS MOLINOS,07DPB2658X,EMILIANO ZAPATA SALAZAR,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,42,21,21,14,5,9,2,1,1,10,7,3,5,3,2,3,1,2,8,4,4,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,42,42,0,14,14,0,2,2,0,10,10,0,5,5,0,3,3,0,8,8,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2022-2023
19,NUEVO LEÓN,4,ALLENDE,1,CIUDAD DE ALLENDE,CALLE DOCTOR RAMÓN FLORES A.,19DJN0316C,TOMAS MEJIA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,206,97,109,42,22,20,81,44,37,83,31,52,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,1,8,2,3,3,0,0,0,0,206,206,0,42,42,0,81,81,0,83,83,0,0,0,0,0,0,0,0,0,0,8,2,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,8,COMPLEMENTARIA,COMPLETA,2023-2024
25,SINALOA,6,CULIACÁN,1,CULIACÁN ROSALES,CALLE MUNICIPALISMO,25DST0083Q,SECUNDARIA TECNICA NUM. 80,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA TECNICA,INDUSTRIAL,PÚBLICO,FEDERAL TRANSFERIDO,I2324,736,497,239,255,143,112,250,123,127,231,231,0,0,0,0,0,0,0,0,0,0,18,24,42,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,14,25,0,0,0,3,0,3,1,3,4,3,4,7,0,3,3,0,0,0,0,0,0,11,13,24,67,1,18,6,6,6,0,0,0,0,736,616,120,255,255,0,250,250,0,231,111,120,0,0,0,0,0,0,0,0,0,18,6,6,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,114,132,246,21,21,42,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2023-2024
13,HIDALGO,59,TECOZAUTLA,72,LA CRUZ DE PIEDRA,NINGUNO NINGUNO,13KJN1125I,PREESCOLAR COMUNITARIO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2223,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MULTIGRADO,INCOMPLETA,2022-2023
23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,141,NUEVA REFORMA,CALLE NINGUNO,23DPR0238S,EMILIANO ZAPATA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,54,30,24,10,3,7,4,3,1,12,7,5,12,7,5,7,4,3,9,6,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2,54,54,0,10,10,0,4,4,0,12,12,0,12,12,0,7,7,0,9,9,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2021-2022
11,GUANAJUATO,46,YURIRIA,70,SAN ISIDRO CALERA,NINGUNO LA ORDEÑA,11DPR0987P,NIÑOS HEROES,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,56,24,32,2,0,2,9,3,6,17,7,10,10,5,5,12,5,7,6,4,2,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,56,56,0,2,2,0,9,9,0,17,17,0,10,10,0,12,12,0,6,6,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2019-2020
10,DURANGO,14,MEZQUITAL,686,LOS DURAZNOS,NINGUNO NINGUNO,10KCC0002F,PREESCOLAR COMUNITARIO DE EDUCACION INDIGENA PAEPI,4,DISCONTINUO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,INDIGENA,PÚBLICO,FEDERAL,I2020,7,1,6,4,1,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,7,0,4,4,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2020-2021
30,VERACRUZ DE IGNACIO DE LA LLAVE,161,TEMPOAL,134,EL COYOLITO,CALLE EL COYOLITO,30DJN2209D,"JARDIN DE NIÑOS ""MARIA MONTESSORI""",1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,7,5,2,0,0,0,3,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,7,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2020-2021
13,HIDALGO,59,TECOZAUTLA,90,LA LOMITA,AVENIDA PRINCIPAL,13DPB0531O,NIÑOS HEROES,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,35,19,16,2,1,1,4,2,2,9,7,2,6,2,4,5,4,1,9,3,6,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,35,35,0,2,2,0,4,4,0,9,9,0,6,6,0,5,5,0,9,9,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2021-2022
12,GUERRERO,7,ARCELIA,38,NICOLÁS BRAVO,NINGUNO NINGUNO,12DPR2074G,JUAN ESCUTIA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,5,3,2,0,0,0,0,0,0,4,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2021-2022
11,GUANAJUATO,20,LEÓN,1,LEÓN DE LOS ALDAMA,NINGUNO FRAGUA DE ESTAÑO,11DPR2959G,PLAN DE IGUALA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,633,311,322,107,55,52,105,58,47,105,58,47,104,40,64,103,49,54,109,51,58,3,15,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,15,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,1,18,3,3,3,3,3,3,0,633,633,0,107,107,0,105,105,0,105,105,0,104,104,0,103,103,0,109,109,0,18,3,3,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,18,COMPLEMENTARIA,COMPLETA,2020-2021
16,MICHOACÁN DE OCAMPO,49,MADERO,20,EL CAPULÍN,NINGUNO NINGUNO,16DPR2599G,20 DE NOVIEMBRE,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,55,27,28,12,8,4,11,5,6,10,2,8,7,3,4,8,6,2,7,3,4,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,55,55,0,12,12,0,11,11,0,10,10,0,7,7,0,8,8,0,7,7,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2021-2022
29,TLAXCALA,43,YAUHQUEMEHCAN,7,SANTA ÚRSULA ZIMATEPEC,CAMINO REAL,29DPR0031V,EMPERADOR CUAUHTEMOC,2,VESPERTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,131,61,70,24,13,11,13,3,10,29,17,12,18,7,11,20,7,13,27,14,13,4,2,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,6,1,1,1,1,1,1,0,131,131,0,24,24,0,13,13,0,29,29,0,18,18,0,20,20,0,27,27,0,12,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,COMPLEMENTARIA,COMPLETA,2020-2021
7,CHIAPAS,59,OCOSINGO,1597,SAN AGUSTÍN,CALLE SAN AGUSTIN,07EPB0776X,PRIMARIA COMUNITARIA SILVESTRE REVUELTAS,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,ESTATAL,I2324,36,15,21,11,4,7,4,1,3,5,2,3,5,3,2,5,3,2,6,2,4,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,36,36,0,11,11,0,4,4,0,5,5,0,5,5,0,5,5,0,6,6,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2023-2024
15,MÉXICO,121,CUAUTITLÁN IZCALLI,1,CUAUTITLÁN IZCALLI,CALLE CASTAÑOS,15PPR0067L,GABILONDO SOLER,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2019,28,20,8,8,7,1,7,4,3,7,6,1,3,1,2,0,0,0,3,2,1,2,3,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,1,5,1,1,1,1,0,1,0,28,28,0,8,8,0,7,7,0,7,7,0,3,3,0,0,0,0,3,3,0,6,1,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,5,COMPLEMENTARIA,INCOMPLETA,2019-2020
20,OAXACA,43,JUCHITÁN DE ZARAGOZA,29,EL TAMARINDO,CALLE TAMARINDOS,20DPR3092L,FELIPE BERRIOZABAL,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,61,33,28,8,6,2,21,12,9,11,5,6,7,4,3,7,3,4,7,3,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,61,61,0,8,8,0,21,21,0,11,11,0,7,7,0,7,7,0,7,7,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2021-2022
5,COAHUILA DE ZARAGOZA,35,TORREÓN,1,TORREÓN,CALLE SICOMOROS,05DST0083C,MARIA DOLORES VIGATA DE MENDEZ,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA TECNICA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,593,287,306,199,104,95,200,98,102,194,85,109,0,0,0,0,0,0,0,0,0,13,20,33,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,8,12,20,0,0,0,0,1,1,0,2,2,4,3,7,1,2,3,0,0,0,0,0,0,6,11,17,52,1,15,5,5,5,0,0,0,0,593,593,0,199,199,0,200,200,0,194,194,0,0,0,0,0,0,0,0,0,0,17,5,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,84,112,196,16,4,20,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2023-2024
19,NUEVO LEÓN,18,GARCÍA,1,GARCÍA,CALLE DOCTOR JOSÉ MARTÍNEZ,19DJN1275Z,ADRIANA GARCIA ROEL,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,165,88,77,0,0,0,81,47,34,84,41,43,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,1,6,0,3,3,0,0,0,0,165,165,0,0,0,0,81,81,0,84,84,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,COMPLEMENTARIA,INCOMPLETA,2022-2023
14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,1,TLAQUEPAQUE,CALLE PIPILA,14DJN0656F,MANUEL LOPEZ COTILLA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,187,94,93,14,8,6,92,49,43,81,37,44,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,7,1,3,3,0,0,0,0,187,187,0,14,14,0,92,92,0,81,81,0,0,0,0,0,0,0,0,0,0,7,1,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,7,COMPLEMENTARIA,COMPLETA,2020-2021
16,MICHOACÁN DE OCAMPO,4,ANGAMACUTIRO,10,GUADALUPE NORTE (LA HACIENDITA),NINGUNO NINGUNO,16DJN3069H,EMILIANO ZAPATA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,20,9,11,3,1,2,10,5,5,7,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,20,20,0,3,3,0,10,10,0,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2021-2022
7,CHIAPAS,59,OCOSINGO,418,NUEVA PALESTINA,NINGUNO CARRETERA FEDERAL PALENQUE - LA TRINITARIA DESVÍO 10 KILÓMETROS LADO DERECHO,07DST0130V,ESCUELA SECUNDARIA TECNICA 127,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA TECNICA,AGROPECUARIA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,214,123,91,70,41,29,65,34,31,79,48,31,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,19,1,12,5,4,3,0,0,0,0,214,214,0,70,70,0,65,65,0,79,79,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,3,3,0,0,0,0,0,72,44,116,0,0,0,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2022-2023
31,YUCATÁN,52,MOTUL,2,UCÍ,CALLE 21 CARRETERA A SANTA TERESA,31EES0098J,LUIS DONALDO COLOSIO MURRIETA,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2019,52,32,20,17,9,8,17,11,6,18,12,6,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,4,8,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,5,2,7,20,1,3,1,1,1,0,0,0,0,52,51,1,17,17,0,17,16,1,18,18,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17,1,0,1,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2019-2020
